Provincias;Edad (3 grupos de edad);Españoles/Extranjeros;Sexo;Año;Total
13 Ciudad Real;0-15 años;Españoles;Hombres;2020;35.290
13 Ciudad Real;0-15 años;Españoles;Mujeres;2020;33.501
13 Ciudad Real;0-15 años;Extranjeros;Ambos sexos;2020;5.536
13 Ciudad Real;0-15 años;Extranjeros;Hombres;2020;2.868
13 Ciudad Real;0-15 años;Extranjeros;Mujeres;2020;2.668
13 Ciudad Real;0-15 años;% Extranjeros;Ambos sexos;2020;7,45
13 Ciudad Real;0-15 años;% Extranjeros;Hombres;2020;7,52
13 Ciudad Real;0-15 años;% Extranjeros;Mujeres;2020;7,38
13 Ciudad Real;16-64 años;TOTAL;Ambos sexos;2020;320.022
13 Ciudad Real;16-64 años;TOTAL;Hombres;2020;163.153
13 Ciudad Real;16-64 años;TOTAL;Mujeres;2020;156.869
13 Ciudad Real;16-64 años;Españoles;Ambos sexos;2020;295.392
13 Ciudad Real;16-64 años;Españoles;Hombres;2020;150.541
13 Ciudad Real;16-64 años;Españoles;Mujeres;2020;144.851
13 Ciudad Real;16-64 años;Extranjeros;Ambos sexos;2020;24.630
13 Ciudad Real;16-64 años;Extranjeros;Hombres;2020;12.612
13 Ciudad Real;16-64 años;Extranjeros;Mujeres;2020;12.018
13 Ciudad Real;16-64 años;% Extranjeros;Ambos sexos;2020;7,70
13 Ciudad Real;16-64 años;% Extranjeros;Hombres;2020;7,73
13 Ciudad Real;16-64 años;% Extranjeros;Mujeres;2020;7,66
13 Ciudad Real;65 y más;TOTAL;Ambos sexos;2020;100.696
13 Ciudad Real;65 y más;TOTAL;Hombres;2020;43.531
13 Ciudad Real;65 y más;TOTAL;Mujeres;2020;57.165
13 Ciudad Real;65 y más;Españoles;Ambos sexos;2020;99.839
13 Ciudad Real;65 y más;Españoles;Hombres;2020;43.184
13 Ciudad Real;65 y más;Españoles;Mujeres;2020;56.655
13 Ciudad Real;65 y más;Extranjeros;Ambos sexos;2020;857
13 Ciudad Real;65 y más;Extranjeros;Hombres;2020;347
13 Ciudad Real;65 y más;Extranjeros;Mujeres;2020;510
13 Ciudad Real;65 y más;% Extranjeros;Ambos sexos;2020;0,85
13 Ciudad Real;65 y más;% Extranjeros;Hombres;2020;0,80
13 Ciudad Real;65 y más;% Extranjeros;Mujeres;2020;0,89
14 Córdoba;TOTAL EDADES;TOTAL;Ambos sexos;2020;781.451
14 Córdoba;TOTAL EDADES;TOTAL;Hombres;2020;382.886
14 Córdoba;TOTAL EDADES;TOTAL;Mujeres;2020;398.565
14 Córdoba;TOTAL EDADES;Españoles;Ambos sexos;2020;758.939
14 Córdoba;TOTAL EDADES;Españoles;Hombres;2020;372.269
14 Córdoba;TOTAL EDADES;Españoles;Mujeres;2020;386.670
14 Córdoba;TOTAL EDADES;Extranjeros;Ambos sexos;2020;22.512
14 Córdoba;TOTAL EDADES;Extranjeros;Hombres;2020;10.617
14 Córdoba;TOTAL EDADES;Extranjeros;Mujeres;2020;11.895
14 Córdoba;TOTAL EDADES;% Extranjeros;Ambos sexos;2020;2,88
14 Córdoba;TOTAL EDADES;% Extranjeros;Hombres;2020;2,77
14 Córdoba;TOTAL EDADES;% Extranjeros;Mujeres;2020;2,98
14 Córdoba;0-15 años;TOTAL;Ambos sexos;2020;120.868
14 Córdoba;0-15 años;TOTAL;Hombres;2020;62.278
14 Córdoba;0-15 años;TOTAL;Mujeres;2020;58.590
14 Córdoba;0-15 años;Españoles;Ambos sexos;2020;117.345
14 Córdoba;0-15 años;Españoles;Hombres;2020;60.452
14 Córdoba;0-15 años;Españoles;Mujeres;2020;56.893
14 Córdoba;0-15 años;Extranjeros;Ambos sexos;2020;3.523
14 Córdoba;0-15 años;Extranjeros;Hombres;2020;1.826
14 Córdoba;0-15 años;Extranjeros;Mujeres;2020;1.697
14 Córdoba;0-15 años;% Extranjeros;Ambos sexos;2020;2,91
14 Córdoba;0-15 años;% Extranjeros;Hombres;2020;2,93
14 Córdoba;0-15 años;% Extranjeros;Mujeres;2020;2,90
14 Córdoba;16-64 años;TOTAL;Ambos sexos;2020;508.117
14 Córdoba;16-64 años;TOTAL;Hombres;2020;255.467
14 Córdoba;16-64 años;TOTAL;Mujeres;2020;252.650
14 Córdoba;16-64 años;Españoles;Ambos sexos;2020;490.112
14 Córdoba;16-64 años;Españoles;Hombres;2020;247.127
14 Córdoba;16-64 años;Españoles;Mujeres;2020;242.985
14 Córdoba;16-64 años;Extranjeros;Ambos sexos;2020;18.005
14 Córdoba;16-64 años;Extranjeros;Hombres;2020;8.340
14 Córdoba;16-64 años;Extranjeros;Mujeres;2020;9.665
14 Córdoba;16-64 años;% Extranjeros;Ambos sexos;2020;3,54
14 Córdoba;16-64 años;% Extranjeros;Hombres;2020;3,26
14 Córdoba;16-64 años;% Extranjeros;Mujeres;2020;3,83
14 Córdoba;65 y más;TOTAL;Ambos sexos;2020;152.466
14 Córdoba;65 y más;TOTAL;Hombres;2020;65.141
14 Córdoba;65 y más;TOTAL;Mujeres;2020;87.325
14 Córdoba;65 y más;Españoles;Ambos sexos;2020;151.482
14 Córdoba;65 y más;Españoles;Hombres;2020;64.690
14 Córdoba;65 y más;Españoles;Mujeres;2020;86.792
14 Córdoba;65 y más;Extranjeros;Ambos sexos;2020;984
14 Córdoba;65 y más;Extranjeros;Hombres;2020;451
14 Córdoba;65 y más;Extranjeros;Mujeres;2020;533
14 Córdoba;65 y más;% Extranjeros;Ambos sexos;2020;0,65
14 Córdoba;65 y más;% Extranjeros;Hombres;2020;0,69
14 Córdoba;65 y más;% Extranjeros;Mujeres;2020;0,61
15 Coruña, A;TOTAL EDADES;TOTAL;Ambos sexos;2020;1.121.815
15 Coruña, A;TOTAL EDADES;TOTAL;Hombres;2020;537.781
15 Coruña, A;TOTAL EDADES;TOTAL;Mujeres;2020;584.034
15 Coruña, A;TOTAL EDADES;Españoles;Ambos sexos;2020;1.078.763
15 Coruña, A;TOTAL EDADES;Españoles;Hombres;2020;517.403
15 Coruña, A;TOTAL EDADES;Españoles;Mujeres;2020;561.360
15 Coruña, A;TOTAL EDADES;Extranjeros;Ambos sexos;2020;43.052
15 Coruña, A;TOTAL EDADES;Extranjeros;Hombres;2020;20.378
15 Coruña, A;TOTAL EDADES;Extranjeros;Mujeres;2020;22.674
15 Coruña, A;TOTAL EDADES;% Extranjeros;Ambos sexos;2020;3,84
15 Coruña, A;TOTAL EDADES;% Extranjeros;Hombres;2020;3,79
15 Coruña, A;TOTAL EDADES;% Extranjeros;Mujeres;2020;3,88
15 Coruña, A;0-15 años;TOTAL;Ambos sexos;2020;143.728
15 Coruña, A;0-15 años;TOTAL;Hombres;2020;74.062
15 Coruña, A;0-15 años;TOTAL;Mujeres;2020;69.666
15 Coruña, A;0-15 años;Españoles;Ambos sexos;2020;138.171
15 Coruña, A;0-15 años;Españoles;Hombres;2020;71.188
15 Coruña, A;0-15 años;Españoles;Mujeres;2020;66.983
15 Coruña, A;0-15 años;Extranjeros;Ambos sexos;2020;5.557
15 Coruña, A;0-15 años;Extranjeros;Hombres;2020;2.874
15 Coruña, A;0-15 años;Extranjeros;Mujeres;2020;2.683
15 Coruña, A;0-15 años;% Extranjeros;Ambos sexos;2020;3,87
15 Coruña, A;0-15 años;% Extranjeros;Hombres;2020;3,88
15 Coruña, A;0-15 años;% Extranjeros;Mujeres;2020;3,85
15 Coruña, A;16-64 años;TOTAL;Ambos sexos;2020;698.855
15 Coruña, A;16-64 años;TOTAL;Hombres;2020;345.381
15 Coruña, A;16-64 años;TOTAL;Mujeres;2020;353.474
15 Coruña, A;16-64 años;Españoles;Ambos sexos;2020;663.968
15 Coruña, A;16-64 años;Españoles;Hombres;2020;328.955
15 Coruña, A;16-64 años;Españoles;Mujeres;2020;335.013
15 Coruña, A;16-64 años;Extranjeros;Ambos sexos;2020;34.887
15 Coruña, A;16-64 años;Extranjeros;Hombres;2020;16.426
15 Coruña, A;16-64 años;Extranjeros;Mujeres;2020;18.461
15 Coruña, A;16-64 años;% Extranjeros;Ambos sexos;2020;4,99
15 Coruña, A;16-64 años;% Extranjeros;Hombres;2020;4,76
15 Coruña, A;16-64 años;% Extranjeros;Mujeres;2020;5,22
15 Coruña, A;65 y más;TOTAL;Ambos sexos;2020;279.232
15 Coruña, A;65 y más;TOTAL;Hombres;2020;118.338
15 Coruña, A;65 y más;TOTAL;Mujeres;2020;160.894
15 Coruña, A;65 y más;Españoles;Ambos sexos;2020;276.624
15 Coruña, A;65 y más;Españoles;Hombres;2020;117.260
15 Coruña, A;65 y más;Españoles;Mujeres;2020;159.364
15 Coruña, A;65 y más;Extranjeros;Ambos sexos;2020;2.608
15 Coruña, A;65 y más;Extranjeros;Hombres;2020;1.078
15 Coruña, A;65 y más;Extranjeros;Mujeres;2020;1.530
15 Coruña, A;65 y más;% Extranjeros;Ambos sexos;2020;0,93
15 Coruña, A;65 y más;% Extranjeros;Hombres;2020;0,91
15 Coruña, A;65 y más;% Extranjeros;Mujeres;2020;0,95
16 Cuenca;TOTAL EDADES;TOTAL;Ambos sexos;2020;196.139
16 Cuenca;TOTAL EDADES;TOTAL;Hombres;2020;98.430
16 Cuenca;TOTAL EDADES;TOTAL;Mujeres;2020;97.709
16 Cuenca;TOTAL EDADES;Españoles;Ambos sexos;2020;174.008
16 Cuenca;TOTAL EDADES;Españoles;Hombres;2020;87.199
16 Cuenca;TOTAL EDADES;Españoles;Mujeres;2020;86.809
16 Cuenca;TOTAL EDADES;Extranjeros;Ambos sexos;2020;22.131
16 Cuenca;TOTAL EDADES;Extranjeros;Hombres;2020;11.231
16 Cuenca;TOTAL EDADES;Extranjeros;Mujeres;2020;10.900
16 Cuenca;TOTAL EDADES;% Extranjeros;Ambos sexos;2020;11,28
16 Cuenca;TOTAL EDADES;% Extranjeros;Hombres;2020;11,41
16 Cuenca;TOTAL EDADES;% Extranjeros;Mujeres;2020;11,16
16 Cuenca;0-15 años;TOTAL;Ambos sexos;2020;25.865
16 Cuenca;0-15 años;TOTAL;Hombres;2020;13.136
16 Cuenca;0-15 años;TOTAL;Mujeres;2020;12.729
16 Cuenca;0-15 años;Españoles;Ambos sexos;2020;21.654
16 Cuenca;0-15 años;Españoles;Hombres;2020;10.996
16 Cuenca;0-15 años;Españoles;Mujeres;2020;10.658
16 Cuenca;0-15 años;Extranjeros;Ambos sexos;2020;4.211
16 Cuenca;0-15 años;Extranjeros;Hombres;2020;2.140
16 Cuenca;0-15 años;Extranjeros;Mujeres;2020;2.071
16 Cuenca;0-15 años;% Extranjeros;Ambos sexos;2020;16,28
16 Cuenca;0-15 años;% Extranjeros;Hombres;2020;16,29
16 Cuenca;0-15 años;% Extranjeros;Mujeres;2020;16,27
16 Cuenca;16-64 años;TOTAL;Ambos sexos;2020;124.705
16 Cuenca;16-64 años;TOTAL;Hombres;2020;64.784
16 Cuenca;16-64 años;TOTAL;Mujeres;2020;59.921
16 Cuenca;16-64 años;Españoles;Ambos sexos;2020;107.327
16 Cuenca;16-64 años;Españoles;Hombres;2020;55.917
16 Cuenca;16-64 años;Españoles;Mujeres;2020;51.410
16 Cuenca;16-64 años;Extranjeros;Ambos sexos;2020;17.378
16 Cuenca;16-64 años;Extranjeros;Hombres;2020;8.867
16 Cuenca;16-64 años;Extranjeros;Mujeres;2020;8.511
16 Cuenca;16-64 años;% Extranjeros;Ambos sexos;2020;13,94
16 Cuenca;16-64 años;% Extranjeros;Hombres;2020;13,69
16 Cuenca;16-64 años;% Extranjeros;Mujeres;2020;14,20
16 Cuenca;65 y más;TOTAL;Ambos sexos;2020;45.569
16 Cuenca;65 y más;TOTAL;Hombres;2020;20.510
16 Cuenca;65 y más;TOTAL;Mujeres;2020;25.059
16 Cuenca;65 y más;Españoles;Ambos sexos;2020;45.027
16 Cuenca;65 y más;Españoles;Hombres;2020;20.286
16 Cuenca;65 y más;Españoles;Mujeres;2020;24.741
16 Cuenca;65 y más;Extranjeros;Ambos sexos;2020;542
16 Cuenca;65 y más;Extranjeros;Hombres;2020;224
16 Cuenca;65 y más;Extranjeros;Mujeres;2020;318
16 Cuenca;65 y más;% Extranjeros;Ambos sexos;2020;1,19
16 Cuenca;65 y más;% Extranjeros;Hombres;2020;1,09
16 Cuenca;65 y más;% Extranjeros;Mujeres;2020;1,27
20 Gipuzkoa;TOTAL EDADES;TOTAL;Ambos sexos;2020;727.121
20 Gipuzkoa;TOTAL EDADES;TOTAL;Hombres;2020;355.130
20 Gipuzkoa;TOTAL EDADES;TOTAL;Mujeres;2020;371.991
20 Gipuzkoa;TOTAL EDADES;Españoles;Ambos sexos;2020;666.836
20 Gipuzkoa;TOTAL EDADES;Españoles;Hombres;2020;325.205
20 Gipuzkoa;TOTAL EDADES;Españoles;Mujeres;2020;341.631
20 Gipuzkoa;TOTAL EDADES;Extranjeros;Ambos sexos;2020;60.285
20 Gipuzkoa;TOTAL EDADES;Extranjeros;Hombres;2020;29.925
20 Gipuzkoa;TOTAL EDADES;Extranjeros;Mujeres;2020;30.360
20 Gipuzkoa;TOTAL EDADES;% Extranjeros;Ambos sexos;2020;8,29
20 Gipuzkoa;TOTAL EDADES;% Extranjeros;Hombres;2020;8,43
20 Gipuzkoa;TOTAL EDADES;% Extranjeros;Mujeres;2020;8,16
20 Gipuzkoa;0-15 años;TOTAL;Ambos sexos;2020;109.762
20 Gipuzkoa;0-15 años;TOTAL;Hombres;2020;56.429
20 Gipuzkoa;0-15 años;TOTAL;Mujeres;2020;53.333
20 Gipuzkoa;0-15 años;Españoles;Ambos sexos;2020;99.909
20 Gipuzkoa;0-15 años;Españoles;Hombres;2020;51.302
20 Gipuzkoa;0-15 años;Españoles;Mujeres;2020;48.607
20 Gipuzkoa;0-15 años;Extranjeros;Ambos sexos;2020;9.853
20 Gipuzkoa;0-15 años;Extranjeros;Hombres;2020;5.127
20 Gipuzkoa;0-15 años;Extranjeros;Mujeres;2020;4.726
20 Gipuzkoa;0-15 años;% Extranjeros;Ambos sexos;2020;8,98
20 Gipuzkoa;0-15 años;% Extranjeros;Hombres;2020;9,09
20 Gipuzkoa;0-15 años;% Extranjeros;Mujeres;2020;8,86
20 Gipuzkoa;16-64 años;TOTAL;Ambos sexos;2020;454.141
20 Gipuzkoa;16-64 años;TOTAL;Hombres;2020;228.684
20 Gipuzkoa;16-64 años;TOTAL;Mujeres;2020;225.457
20 Gipuzkoa;16-64 años;Españoles;Ambos sexos;2020;405.621
20 Gipuzkoa;16-64 años;Españoles;Hombres;2020;204.684
20 Gipuzkoa;16-64 años;Españoles;Mujeres;2020;200.937
20 Gipuzkoa;16-64 años;Extranjeros;Ambos sexos;2020;48.520
20 Gipuzkoa;16-64 años;Extranjeros;Hombres;2020;24.000
20 Gipuzkoa;16-64 años;Extranjeros;Mujeres;2020;24.520
20 Gipuzkoa;16-64 años;% Extranjeros;Ambos sexos;2020;10,68
20 Gipuzkoa;16-64 años;% Extranjeros;Hombres;2020;10,49
20 Gipuzkoa;16-64 años;% Extranjeros;Mujeres;2020;10,88
20 Gipuzkoa;65 y más;TOTAL;Ambos sexos;2020;163.218
20 Gipuzkoa;65 y más;TOTAL;Hombres;2020;70.017
20 Gipuzkoa;65 y más;TOTAL;Mujeres;2020;93.201
20 Gipuzkoa;65 y más;Españoles;Ambos sexos;2020;161.306
20 Gipuzkoa;65 y más;Españoles;Hombres;2020;69.219
20 Gipuzkoa;65 y más;Españoles;Mujeres;2020;92.087
20 Gipuzkoa;65 y más;Extranjeros;Ambos sexos;2020;1.912
20 Gipuzkoa;65 y más;Extranjeros;Hombres;2020;798
20 Gipuzkoa;65 y más;Extranjeros;Mujeres;2020;1.114
20 Gipuzkoa;65 y más;% Extranjeros;Ambos sexos;2020;1,17
20 Gipuzkoa;65 y más;% Extranjeros;Hombres;2020;1,14
20 Gipuzkoa;65 y más;% Extranjeros;Mujeres;2020;1,20
17 Girona;TOTAL EDADES;TOTAL;Ambos sexos;2020;781.788
17 Girona;TOTAL EDADES;TOTAL;Hombres;2020;391.183
17 Girona;TOTAL EDADES;TOTAL;Mujeres;2020;390.605
17 Girona;TOTAL EDADES;Españoles;Ambos sexos;2020;621.353
17 Girona;TOTAL EDADES;Españoles;Hombres;2020;307.778
17 Girona;TOTAL EDADES;Españoles;Mujeres;2020;313.575
17 Girona;TOTAL EDADES;Extranjeros;Ambos sexos;2020;160.435
17 Girona;TOTAL EDADES;Extranjeros;Hombres;2020;83.405
17 Girona;TOTAL EDADES;Extranjeros;Mujeres;2020;77.030
17 Girona;TOTAL EDADES;% Extranjeros;Ambos sexos;2020;20,52
17 Girona;TOTAL EDADES;% Extranjeros;Hombres;2020;21,32
17 Girona;TOTAL EDADES;% Extranjeros;Mujeres;2020;19,72
17 Girona;0-15 años;TOTAL;Ambos sexos;2020;132.629
17 Girona;0-15 años;TOTAL;Hombres;2020;68.162
17 Girona;0-15 años;TOTAL;Mujeres;2020;64.467
17 Girona;0-15 años;Españoles;Ambos sexos;2020;104.781
17 Girona;0-15 años;Españoles;Hombres;2020;53.828
17 Girona;0-15 años;Españoles;Mujeres;2020;50.953
17 Girona;0-15 años;Extranjeros;Ambos sexos;2020;27.848
17 Girona;0-15 años;Extranjeros;Hombres;2020;14.334
17 Girona;0-15 años;Extranjeros;Mujeres;2020;13.514
17 Girona;0-15 años;% Extranjeros;Ambos sexos;2020;21,00
17 Girona;0-15 años;% Extranjeros;Hombres;2020;21,03
17 Girona;0-15 años;% Extranjeros;Mujeres;2020;20,96
17 Girona;16-64 años;TOTAL;Ambos sexos;2020;508.719
17 Girona;16-64 años;TOTAL;Hombres;2020;260.252
17 Girona;16-64 años;TOTAL;Mujeres;2020;248.467
17 Girona;16-64 años;Españoles;Ambos sexos;2020;387.118
17 Girona;16-64 años;Españoles;Hombres;2020;196.297
17 Girona;16-64 años;Españoles;Mujeres;2020;190.821
17 Girona;16-64 años;Extranjeros;Ambos sexos;2020;121.601
17 Girona;16-64 años;Extranjeros;Hombres;2020;63.955
17 Girona;16-64 años;Extranjeros;Mujeres;2020;57.646
17 Girona;16-64 años;% Extranjeros;Ambos sexos;2020;23,90
17 Girona;16-64 años;% Extranjeros;Hombres;2020;24,57
17 Girona;16-64 años;% Extranjeros;Mujeres;2020;23,20
17 Girona;65 y más;TOTAL;Ambos sexos;2020;140.440
17 Girona;65 y más;TOTAL;Hombres;2020;62.769
17 Girona;65 y más;TOTAL;Mujeres;2020;77.671
17 Girona;65 y más;Españoles;Ambos sexos;2020;129.454
17 Girona;65 y más;Españoles;Hombres;2020;57.653
17 Girona;65 y más;Españoles;Mujeres;2020;71.801
17 Girona;65 y más;Extranjeros;Ambos sexos;2020;10.986
17 Girona;65 y más;Extranjeros;Hombres;2020;5.116
17 Girona;65 y más;Extranjeros;Mujeres;2020;5.870
17 Girona;65 y más;% Extranjeros;Ambos sexos;2020;7,82
17 Girona;65 y más;% Extranjeros;Hombres;2020;8,15
17 Girona;65 y más;% Extranjeros;Mujeres;2020;7,56
18 Granada;TOTAL EDADES;TOTAL;Ambos sexos;2020;919.168
18 Granada;TOTAL EDADES;TOTAL;Hombres;2020;452.595
18 Granada;TOTAL EDADES;TOTAL;Mujeres;2020;466.573
18 Granada;TOTAL EDADES;Españoles;Ambos sexos;2020;854.013
18 Granada;TOTAL EDADES;Españoles;Hombres;2020;418.901
18 Granada;TOTAL EDADES;Españoles;Mujeres;2020;435.112
18 Granada;TOTAL EDADES;Extranjeros;Ambos sexos;2020;65.155
18 Granada;TOTAL EDADES;Extranjeros;Hombres;2020;33.694
18 Granada;TOTAL EDADES;Extranjeros;Mujeres;2020;31.461
18 Granada;TOTAL EDADES;% Extranjeros;Ambos sexos;2020;7,09
18 Granada;TOTAL EDADES;% Extranjeros;Hombres;2020;7,44
18 Granada;TOTAL EDADES;% Extranjeros;Mujeres;2020;6,74
18 Granada;0-15 años;TOTAL;Ambos sexos;2020;145.830
18 Granada;0-15 años;TOTAL;Hombres;2020;75.042
18 Granada;0-15 años;TOTAL;Mujeres;2020;70.788
18 Granada;0-15 años;Españoles;Ambos sexos;2020;136.807
18 Granada;0-15 años;Españoles;Hombres;2020;70.402
18 Granada;0-15 años;Españoles;Mujeres;2020;66.405
18 Granada;0-15 años;Extranjeros;Ambos sexos;2020;9.023
18 Granada;0-15 años;Extranjeros;Hombres;2020;4.640
18 Granada;0-15 años;Extranjeros;Mujeres;2020;4.383
18 Granada;0-15 años;% Extranjeros;Ambos sexos;2020;6,19
18 Granada;0-15 años;% Extranjeros;Hombres;2020;6,18
18 Granada;0-15 años;% Extranjeros;Mujeres;2020;6,19
18 Granada;16-64 años;TOTAL;Ambos sexos;2020;606.807
18 Granada;16-64 años;TOTAL;Hombres;2020;305.088
18 Granada;16-64 años;TOTAL;Mujeres;2020;301.719
18 Granada;16-64 años;Españoles;Ambos sexos;2020;556.063
18 Granada;16-64 años;Españoles;Hombres;2020;278.728
18 Granada;16-64 años;Españoles;Mujeres;2020;277.335
18 Granada;16-64 años;Extranjeros;Ambos sexos;2020;50.744
18 Granada;16-64 años;Extranjeros;Hombres;2020;26.360
18 Granada;16-64 años;Extranjeros;Mujeres;2020;24.384
18 Granada;16-64 años;% Extranjeros;Ambos sexos;2020;8,36
18 Granada;16-64 años;% Extranjeros;Hombres;2020;8,64
18 Granada;16-64 años;% Extranjeros;Mujeres;2020;8,08
18 Granada;65 y más;TOTAL;Ambos sexos;2020;166.531
18 Granada;65 y más;TOTAL;Hombres;2020;72.465
18 Granada;65 y más;TOTAL;Mujeres;2020;94.066
18 Granada;65 y más;Españoles;Ambos sexos;2020;161.143
18 Granada;65 y más;Españoles;Hombres;2020;69.771
18 Granada;65 y más;Españoles;Mujeres;2020;91.372
18 Granada;65 y más;Extranjeros;Ambos sexos;2020;5.388
18 Granada;65 y más;Extranjeros;Hombres;2020;2.694
18 Granada;65 y más;Extranjeros;Mujeres;2020;2.694
18 Granada;65 y más;% Extranjeros;Ambos sexos;2020;3,24
18 Granada;65 y más;% Extranjeros;Hombres;2020;3,72
18 Granada;65 y más;% Extranjeros;Mujeres;2020;2,86
19 Guadalajara;TOTAL EDADES;TOTAL;Ambos sexos;2020;261.995
19 Guadalajara;TOTAL EDADES;TOTAL;Hombres;2020;132.839
19 Guadalajara;TOTAL EDADES;TOTAL;Mujeres;2020;129.156
19 Guadalajara;TOTAL EDADES;Españoles;Ambos sexos;2020;226.486
19 Guadalajara;TOTAL EDADES;Españoles;Hombres;2020;114.886
19 Guadalajara;TOTAL EDADES;Españoles;Mujeres;2020;111.600
19 Guadalajara;TOTAL EDADES;Extranjeros;Ambos sexos;2020;35.509
19 Guadalajara;TOTAL EDADES;Extranjeros;Hombres;2020;17.953
19 Guadalajara;TOTAL EDADES;Extranjeros;Mujeres;2020;17.556
19 Guadalajara;TOTAL EDADES;% Extranjeros;Ambos sexos;2020;13,55
19 Guadalajara;TOTAL EDADES;% Extranjeros;Hombres;2020;13,51
19 Guadalajara;TOTAL EDADES;% Extranjeros;Mujeres;2020;13,59
19 Guadalajara;0-15 años;TOTAL;Ambos sexos;2020;45.430
19 Guadalajara;0-15 años;TOTAL;Hombres;2020;23.337
19 Guadalajara;0-15 años;TOTAL;Mujeres;2020;22.093
19 Guadalajara;0-15 años;Españoles;Ambos sexos;2020;38.940
19 Guadalajara;0-15 años;Españoles;Hombres;2020;19.939
19 Guadalajara;0-15 años;Españoles;Mujeres;2020;19.001
19 Guadalajara;0-15 años;Extranjeros;Ambos sexos;2020;6.490
19 Guadalajara;0-15 años;Extranjeros;Hombres;2020;3.398
19 Guadalajara;0-15 años;Extranjeros;Mujeres;2020;3.092
19 Guadalajara;0-15 años;% Extranjeros;Ambos sexos;2020;14,29
19 Guadalajara;0-15 años;% Extranjeros;Hombres;2020;14,56
19 Guadalajara;0-15 años;% Extranjeros;Mujeres;2020;14,00
19 Guadalajara;16-64 años;TOTAL;Ambos sexos;2020;174.325
19 Guadalajara;16-64 años;TOTAL;Hombres;2020;90.027
19 Guadalajara;16-64 años;TOTAL;Mujeres;2020;84.298
19 Guadalajara;16-64 años;Españoles;Ambos sexos;2020;146.541
19 Guadalajara;16-64 años;Españoles;Hombres;2020;75.941
19 Guadalajara;16-64 años;Españoles;Mujeres;2020;70.600
19 Guadalajara;16-64 años;Extranjeros;Ambos sexos;2020;27.784
19 Guadalajara;16-64 años;Extranjeros;Hombres;2020;14.086
19 Guadalajara;16-64 años;Extranjeros;Mujeres;2020;13.698
19 Guadalajara;16-64 años;% Extranjeros;Ambos sexos;2020;15,94
19 Guadalajara;16-64 años;% Extranjeros;Hombres;2020;15,65
19 Guadalajara;16-64 años;% Extranjeros;Mujeres;2020;16,25
19 Guadalajara;65 y más;TOTAL;Ambos sexos;2020;42.240
19 Guadalajara;65 y más;TOTAL;Hombres;2020;19.475
19 Guadalajara;65 y más;TOTAL;Mujeres;2020;22.765
19 Guadalajara;65 y más;Españoles;Ambos sexos;2020;41.005
19 Guadalajara;65 y más;Españoles;Hombres;2020;19.006
19 Guadalajara;65 y más;Españoles;Mujeres;2020;21.999
19 Guadalajara;65 y más;Extranjeros;Ambos sexos;2020;1.235
19 Guadalajara;65 y más;Extranjeros;Hombres;2020;469
19 Guadalajara;65 y más;Extranjeros;Mujeres;2020;766
19 Guadalajara;65 y más;% Extranjeros;Ambos sexos;2020;2,92
19 Guadalajara;65 y más;% Extranjeros;Hombres;2020;2,41
19 Guadalajara;65 y más;% Extranjeros;Mujeres;2020;3,36
21 Huelva;TOTAL EDADES;TOTAL;Ambos sexos;2020;524.278
21 Huelva;TOTAL EDADES;TOTAL;Hombres;2020;259.496
21 Huelva;TOTAL EDADES;TOTAL;Mujeres;2020;264.782
21 Huelva;TOTAL EDADES;Españoles;Ambos sexos;2020;476.898
21 Huelva;TOTAL EDADES;Españoles;Hombres;2020;236.663
21 Huelva;TOTAL EDADES;Españoles;Mujeres;2020;240.235
21 Huelva;TOTAL EDADES;Extranjeros;Ambos sexos;2020;47.380
21 Huelva;TOTAL EDADES;Extranjeros;Hombres;2020;22.833
21 Huelva;TOTAL EDADES;Extranjeros;Mujeres;2020;24.547
21 Huelva;TOTAL EDADES;% Extranjeros;Ambos sexos;2020;9,04
21 Huelva;TOTAL EDADES;% Extranjeros;Hombres;2020;8,80
21 Huelva;TOTAL EDADES;% Extranjeros;Mujeres;2020;9,27
21 Huelva;0-15 años;TOTAL;Ambos sexos;2020;85.410
21 Huelva;0-15 años;TOTAL;Hombres;2020;44.086
21 Huelva;0-15 años;TOTAL;Mujeres;2020;41.324
21 Huelva;0-15 años;Españoles;Ambos sexos;2020;79.001
21 Huelva;0-15 años;Españoles;Hombres;2020;40.738
21 Huelva;0-15 años;Españoles;Mujeres;2020;38.263
21 Huelva;0-15 años;Extranjeros;Ambos sexos;2020;6.409
21 Huelva;0-15 años;Extranjeros;Hombres;2020;3.348
21 Huelva;0-15 años;Extranjeros;Mujeres;2020;3.061
21 Huelva;0-15 años;% Extranjeros;Ambos sexos;2020;7,50
21 Huelva;0-15 años;% Extranjeros;Hombres;2020;7,59
21 Huelva;0-15 años;% Extranjeros;Mujeres;2020;7,41
21 Huelva;16-64 años;TOTAL;Ambos sexos;2020;350.515
21 Huelva;16-64 años;TOTAL;Hombres;2020;176.321
21 Huelva;16-64 años;TOTAL;Mujeres;2020;174.194
21 Huelva;16-64 años;Españoles;Ambos sexos;2020;311.305
21 Huelva;16-64 años;Españoles;Hombres;2020;157.764
21 Huelva;16-64 años;Españoles;Mujeres;2020;153.541
21 Huelva;16-64 años;Extranjeros;Ambos sexos;2020;39.210
21 Huelva;16-64 años;Extranjeros;Hombres;2020;18.557
21 Huelva;16-64 años;Extranjeros;Mujeres;2020;20.653
21 Huelva;16-64 años;% Extranjeros;Ambos sexos;2020;11,19
