Provincias;Edad (3 grupos de edad);Españoles/Extranjeros;Sexo;Año;Total
13 Ciudad Real;0-15 años;Españoles;Hombres;2021;34.558
13 Ciudad Real;0-15 años;Españoles;Mujeres;2021;32.927
13 Ciudad Real;0-15 años;Extranjeros;Ambos sexos;2021;5.437
13 Ciudad Real;0-15 años;Extranjeros;Hombres;2021;2.796
13 Ciudad Real;0-15 años;Extranjeros;Mujeres;2021;2.641
13 Ciudad Real;0-15 años;% Extranjeros;Ambos sexos;2021;7,46
13 Ciudad Real;0-15 años;% Extranjeros;Hombres;2021;7,49
13 Ciudad Real;0-15 años;% Extranjeros;Mujeres;2021;7,43
13 Ciudad Real;16-64 años;TOTAL;Ambos sexos;2021;319.651
13 Ciudad Real;16-64 años;TOTAL;Hombres;2021;163.094
13 Ciudad Real;16-64 años;TOTAL;Mujeres;2021;156.557
13 Ciudad Real;16-64 años;Españoles;Ambos sexos;2021;294.835
13 Ciudad Real;16-64 años;Españoles;Hombres;2021;150.339
13 Ciudad Real;16-64 años;Españoles;Mujeres;2021;144.496
13 Ciudad Real;16-64 años;Extranjeros;Ambos sexos;2021;24.816
13 Ciudad Real;16-64 años;Extranjeros;Hombres;2021;12.755
13 Ciudad Real;16-64 años;Extranjeros;Mujeres;2021;12.061
13 Ciudad Real;16-64 años;% Extranjeros;Ambos sexos;2021;7,76
13 Ciudad Real;16-64 años;% Extranjeros;Hombres;2021;7,82
13 Ciudad Real;16-64 años;% Extranjeros;Mujeres;2021;7,70
13 Ciudad Real;65 y más;TOTAL;Ambos sexos;2021;100.018
13 Ciudad Real;65 y más;TOTAL;Hombres;2021;43.315
13 Ciudad Real;65 y más;TOTAL;Mujeres;2021;56.703
13 Ciudad Real;65 y más;Españoles;Ambos sexos;2021;99.076
13 Ciudad Real;65 y más;Españoles;Hombres;2021;42.929
13 Ciudad Real;65 y más;Españoles;Mujeres;2021;56.147
13 Ciudad Real;65 y más;Extranjeros;Ambos sexos;2021;942
13 Ciudad Real;65 y más;Extranjeros;Hombres;2021;386
13 Ciudad Real;65 y más;Extranjeros;Mujeres;2021;556
13 Ciudad Real;65 y más;% Extranjeros;Ambos sexos;2021;0,94
13 Ciudad Real;65 y más;% Extranjeros;Hombres;2021;0,89
13 Ciudad Real;65 y más;% Extranjeros;Mujeres;2021;0,98
14 Córdoba;TOTAL EDADES;TOTAL;Ambos sexos;2021;776.789
14 Córdoba;TOTAL EDADES;TOTAL;Hombres;2021;380.473
14 Córdoba;TOTAL EDADES;TOTAL;Mujeres;2021;396.316
14 Córdoba;TOTAL EDADES;Españoles;Ambos sexos;2021;754.944
14 Córdoba;TOTAL EDADES;Españoles;Hombres;2021;370.240
14 Córdoba;TOTAL EDADES;Españoles;Mujeres;2021;384.704
14 Córdoba;TOTAL EDADES;Extranjeros;Ambos sexos;2021;21.845
14 Córdoba;TOTAL EDADES;Extranjeros;Hombres;2021;10.233
14 Córdoba;TOTAL EDADES;Extranjeros;Mujeres;2021;11.612
14 Córdoba;TOTAL EDADES;% Extranjeros;Ambos sexos;2021;2,81
14 Córdoba;TOTAL EDADES;% Extranjeros;Hombres;2021;2,69
14 Córdoba;TOTAL EDADES;% Extranjeros;Mujeres;2021;2,93
14 Córdoba;0-15 años;TOTAL;Ambos sexos;2021;117.941
14 Córdoba;0-15 años;TOTAL;Hombres;2021;60.750
14 Córdoba;0-15 años;TOTAL;Mujeres;2021;57.191
14 Córdoba;0-15 años;Españoles;Ambos sexos;2021;114.653
14 Córdoba;0-15 años;Españoles;Hombres;2021;59.029
14 Córdoba;0-15 años;Españoles;Mujeres;2021;55.624
14 Córdoba;0-15 años;Extranjeros;Ambos sexos;2021;3.288
14 Córdoba;0-15 años;Extranjeros;Hombres;2021;1.721
14 Córdoba;0-15 años;Extranjeros;Mujeres;2021;1.567
14 Córdoba;0-15 años;% Extranjeros;Ambos sexos;2021;2,79
14 Córdoba;0-15 años;% Extranjeros;Hombres;2021;2,83
14 Córdoba;0-15 años;% Extranjeros;Mujeres;2021;2,74
14 Córdoba;16-64 años;TOTAL;Ambos sexos;2021;504.858
14 Córdoba;16-64 años;TOTAL;Hombres;2021;253.739
14 Córdoba;16-64 años;TOTAL;Mujeres;2021;251.119
14 Córdoba;16-64 años;Españoles;Ambos sexos;2021;487.337
14 Córdoba;16-64 años;Españoles;Hombres;2021;245.710
14 Córdoba;16-64 años;Españoles;Mujeres;2021;241.627
14 Córdoba;16-64 años;Extranjeros;Ambos sexos;2021;17.521
14 Córdoba;16-64 años;Extranjeros;Hombres;2021;8.029
14 Córdoba;16-64 años;Extranjeros;Mujeres;2021;9.492
14 Córdoba;16-64 años;% Extranjeros;Ambos sexos;2021;3,47
14 Córdoba;16-64 años;% Extranjeros;Hombres;2021;3,16
14 Córdoba;16-64 años;% Extranjeros;Mujeres;2021;3,78
14 Córdoba;65 y más;TOTAL;Ambos sexos;2021;153.990
14 Córdoba;65 y más;TOTAL;Hombres;2021;65.984
14 Córdoba;65 y más;TOTAL;Mujeres;2021;88.006
14 Córdoba;65 y más;Españoles;Ambos sexos;2021;152.954
14 Córdoba;65 y más;Españoles;Hombres;2021;65.501
14 Córdoba;65 y más;Españoles;Mujeres;2021;87.453
14 Córdoba;65 y más;Extranjeros;Ambos sexos;2021;1.036
14 Córdoba;65 y más;Extranjeros;Hombres;2021;483
14 Córdoba;65 y más;Extranjeros;Mujeres;2021;553
14 Córdoba;65 y más;% Extranjeros;Ambos sexos;2021;0,67
14 Córdoba;65 y más;% Extranjeros;Hombres;2021;0,73
14 Córdoba;65 y más;% Extranjeros;Mujeres;2021;0,63
15 Coruña, A;TOTAL EDADES;TOTAL;Ambos sexos;2021;1.120.134
15 Coruña, A;TOTAL EDADES;TOTAL;Hombres;2021;537.004
15 Coruña, A;TOTAL EDADES;TOTAL;Mujeres;2021;583.130
15 Coruña, A;TOTAL EDADES;Españoles;Ambos sexos;2021;1.076.188
15 Coruña, A;TOTAL EDADES;Españoles;Hombres;2021;516.230
15 Coruña, A;TOTAL EDADES;Españoles;Mujeres;2021;559.958
15 Coruña, A;TOTAL EDADES;Extranjeros;Ambos sexos;2021;43.946
15 Coruña, A;TOTAL EDADES;Extranjeros;Hombres;2021;20.774
15 Coruña, A;TOTAL EDADES;Extranjeros;Mujeres;2021;23.172
15 Coruña, A;TOTAL EDADES;% Extranjeros;Ambos sexos;2021;3,92
15 Coruña, A;TOTAL EDADES;% Extranjeros;Hombres;2021;3,87
15 Coruña, A;TOTAL EDADES;% Extranjeros;Mujeres;2021;3,97
15 Coruña, A;0-15 años;TOTAL;Ambos sexos;2021;141.517
15 Coruña, A;0-15 años;TOTAL;Hombres;2021;72.863
15 Coruña, A;0-15 años;TOTAL;Mujeres;2021;68.654
15 Coruña, A;0-15 años;Españoles;Ambos sexos;2021;135.853
15 Coruña, A;0-15 años;Españoles;Hombres;2021;69.937
15 Coruña, A;0-15 años;Españoles;Mujeres;2021;65.916
15 Coruña, A;0-15 años;Extranjeros;Ambos sexos;2021;5.664
15 Coruña, A;0-15 años;Extranjeros;Hombres;2021;2.926
15 Coruña, A;0-15 años;Extranjeros;Mujeres;2021;2.738
15 Coruña, A;0-15 años;% Extranjeros;Ambos sexos;2021;4,00
15 Coruña, A;0-15 años;% Extranjeros;Hombres;2021;4,02
15 Coruña, A;0-15 años;% Extranjeros;Mujeres;2021;3,99
15 Coruña, A;16-64 años;TOTAL;Ambos sexos;2021;696.268
15 Coruña, A;16-64 años;TOTAL;Hombres;2021;344.147
15 Coruña, A;16-64 años;TOTAL;Mujeres;2021;352.121
15 Coruña, A;16-64 años;Españoles;Ambos sexos;2021;660.672
15 Coruña, A;16-64 años;Españoles;Hombres;2021;327.408
15 Coruña, A;16-64 años;Españoles;Mujeres;2021;333.264
15 Coruña, A;16-64 años;Extranjeros;Ambos sexos;2021;35.596
15 Coruña, A;16-64 años;Extranjeros;Hombres;2021;16.739
15 Coruña, A;16-64 años;Extranjeros;Mujeres;2021;18.857
15 Coruña, A;16-64 años;% Extranjeros;Ambos sexos;2021;5,11
15 Coruña, A;16-64 años;% Extranjeros;Hombres;2021;4,86
15 Coruña, A;16-64 años;% Extranjeros;Mujeres;2021;5,36
15 Coruña, A;65 y más;TOTAL;Ambos sexos;2021;282.349
15 Coruña, A;65 y más;TOTAL;Hombres;2021;119.994
15 Coruña, A;65 y más;TOTAL;Mujeres;2021;162.355
15 Coruña, A;65 y más;Españoles;Ambos sexos;2021;279.663
15 Coruña, A;65 y más;Españoles;Hombres;2021;118.885
15 Coruña, A;65 y más;Españoles;Mujeres;2021;160.778
15 Coruña, A;65 y más;Extranjeros;Ambos sexos;2021;2.686
15 Coruña, A;65 y más;Extranjeros;Hombres;2021;1.109
15 Coruña, A;65 y más;Extranjeros;Mujeres;2021;1.577
15 Coruña, A;65 y más;% Extranjeros;Ambos sexos;2021;0,95
15 Coruña, A;65 y más;% Extranjeros;Hombres;2021;0,92
15 Coruña, A;65 y más;% Extranjeros;Mujeres;2021;0,97
16 Cuenca;TOTAL EDADES;TOTAL;Ambos sexos;2021;195.516
16 Cuenca;TOTAL EDADES;TOTAL;Hombres;2021;98.118
16 Cuenca;TOTAL EDADES;TOTAL;Mujeres;2021;97.398
16 Cuenca;TOTAL EDADES;Españoles;Ambos sexos;2021;173.189
16 Cuenca;TOTAL EDADES;Españoles;Hombres;2021;86.786
16 Cuenca;TOTAL EDADES;Españoles;Mujeres;2021;86.403
16 Cuenca;TOTAL EDADES;Extranjeros;Ambos sexos;2021;22.327
16 Cuenca;TOTAL EDADES;Extranjeros;Hombres;2021;11.332
16 Cuenca;TOTAL EDADES;Extranjeros;Mujeres;2021;10.995
16 Cuenca;TOTAL EDADES;% Extranjeros;Ambos sexos;2021;11,42
16 Cuenca;TOTAL EDADES;% Extranjeros;Hombres;2021;11,55
16 Cuenca;TOTAL EDADES;% Extranjeros;Mujeres;2021;11,29
16 Cuenca;0-15 años;TOTAL;Ambos sexos;2021;25.613
16 Cuenca;0-15 años;TOTAL;Hombres;2021;13.013
16 Cuenca;0-15 años;TOTAL;Mujeres;2021;12.600
16 Cuenca;0-15 años;Españoles;Ambos sexos;2021;21.338
16 Cuenca;0-15 años;Españoles;Hombres;2021;10.857
16 Cuenca;0-15 años;Españoles;Mujeres;2021;10.481
16 Cuenca;0-15 años;Extranjeros;Ambos sexos;2021;4.275
16 Cuenca;0-15 años;Extranjeros;Hombres;2021;2.156
16 Cuenca;0-15 años;Extranjeros;Mujeres;2021;2.119
16 Cuenca;0-15 años;% Extranjeros;Ambos sexos;2021;16,69
16 Cuenca;0-15 años;% Extranjeros;Hombres;2021;16,57
16 Cuenca;0-15 años;% Extranjeros;Mujeres;2021;16,82
16 Cuenca;16-64 años;TOTAL;Ambos sexos;2021;125.005
16 Cuenca;16-64 años;TOTAL;Hombres;2021;64.877
16 Cuenca;16-64 años;TOTAL;Mujeres;2021;60.128
16 Cuenca;16-64 años;Españoles;Ambos sexos;2021;107.538
16 Cuenca;16-64 años;Españoles;Hombres;2021;55.942
16 Cuenca;16-64 años;Españoles;Mujeres;2021;51.596
16 Cuenca;16-64 años;Extranjeros;Ambos sexos;2021;17.467
16 Cuenca;16-64 años;Extranjeros;Hombres;2021;8.935
16 Cuenca;16-64 años;Extranjeros;Mujeres;2021;8.532
16 Cuenca;16-64 años;% Extranjeros;Ambos sexos;2021;13,97
16 Cuenca;16-64 años;% Extranjeros;Hombres;2021;13,77
16 Cuenca;16-64 años;% Extranjeros;Mujeres;2021;14,19
16 Cuenca;65 y más;TOTAL;Ambos sexos;2021;44.898
16 Cuenca;65 y más;TOTAL;Hombres;2021;20.228
16 Cuenca;65 y más;TOTAL;Mujeres;2021;24.670
16 Cuenca;65 y más;Españoles;Ambos sexos;2021;44.313
16 Cuenca;65 y más;Españoles;Hombres;2021;19.987
16 Cuenca;65 y más;Españoles;Mujeres;2021;24.326
16 Cuenca;65 y más;Extranjeros;Ambos sexos;2021;585
16 Cuenca;65 y más;Extranjeros;Hombres;2021;241
16 Cuenca;65 y más;Extranjeros;Mujeres;2021;344
16 Cuenca;65 y más;% Extranjeros;Ambos sexos;2021;1,30
16 Cuenca;65 y más;% Extranjeros;Hombres;2021;1,19
16 Cuenca;65 y más;% Extranjeros;Mujeres;2021;1,39
20 Gipuzkoa;TOTAL EDADES;TOTAL;Ambos sexos;2021;726.033
20 Gipuzkoa;TOTAL EDADES;TOTAL;Hombres;2021;354.717
20 Gipuzkoa;TOTAL EDADES;TOTAL;Mujeres;2021;371.316
20 Gipuzkoa;TOTAL EDADES;Españoles;Ambos sexos;2021;665.055
20 Gipuzkoa;TOTAL EDADES;Españoles;Hombres;2021;324.204
20 Gipuzkoa;TOTAL EDADES;Españoles;Mujeres;2021;340.851
20 Gipuzkoa;TOTAL EDADES;Extranjeros;Ambos sexos;2021;60.978
20 Gipuzkoa;TOTAL EDADES;Extranjeros;Hombres;2021;30.513
20 Gipuzkoa;TOTAL EDADES;Extranjeros;Mujeres;2021;30.465
20 Gipuzkoa;TOTAL EDADES;% Extranjeros;Ambos sexos;2021;8,40
20 Gipuzkoa;TOTAL EDADES;% Extranjeros;Hombres;2021;8,60
20 Gipuzkoa;TOTAL EDADES;% Extranjeros;Mujeres;2021;8,20
20 Gipuzkoa;0-15 años;TOTAL;Ambos sexos;2021;107.510
20 Gipuzkoa;0-15 años;TOTAL;Hombres;2021;55.274
20 Gipuzkoa;0-15 años;TOTAL;Mujeres;2021;52.236
20 Gipuzkoa;0-15 años;Españoles;Ambos sexos;2021;97.758
20 Gipuzkoa;0-15 años;Españoles;Hombres;2021;50.212
20 Gipuzkoa;0-15 años;Españoles;Mujeres;2021;47.546
20 Gipuzkoa;0-15 años;Extranjeros;Ambos sexos;2021;9.752
20 Gipuzkoa;0-15 años;Extranjeros;Hombres;2021;5.062
20 Gipuzkoa;0-15 años;Extranjeros;Mujeres;2021;4.690
20 Gipuzkoa;0-15 años;% Extranjeros;Ambos sexos;2021;9,07
20 Gipuzkoa;0-15 años;% Extranjeros;Hombres;2021;9,16
20 Gipuzkoa;0-15 años;% Extranjeros;Mujeres;2021;8,98
20 Gipuzkoa;16-64 años;TOTAL;Ambos sexos;2021;453.506
20 Gipuzkoa;16-64 años;TOTAL;Hombres;2021;228.452
20 Gipuzkoa;16-64 años;TOTAL;Mujeres;2021;225.054
20 Gipuzkoa;16-64 años;Españoles;Ambos sexos;2021;404.319
20 Gipuzkoa;16-64 años;Españoles;Hombres;2021;203.882
20 Gipuzkoa;16-64 años;Españoles;Mujeres;2021;200.437
20 Gipuzkoa;16-64 años;Extranjeros;Ambos sexos;2021;49.187
20 Gipuzkoa;16-64 años;Extranjeros;Hombres;2021;24.570
20 Gipuzkoa;16-64 años;Extranjeros;Mujeres;2021;24.617
20 Gipuzkoa;16-64 años;% Extranjeros;Ambos sexos;2021;10,85
20 Gipuzkoa;16-64 años;% Extranjeros;Hombres;2021;10,75
20 Gipuzkoa;16-64 años;% Extranjeros;Mujeres;2021;10,94
20 Gipuzkoa;65 y más;TOTAL;Ambos sexos;2021;165.017
20 Gipuzkoa;65 y más;TOTAL;Hombres;2021;70.991
20 Gipuzkoa;65 y más;TOTAL;Mujeres;2021;94.026
20 Gipuzkoa;65 y más;Españoles;Ambos sexos;2021;162.978
20 Gipuzkoa;65 y más;Españoles;Hombres;2021;70.110
20 Gipuzkoa;65 y más;Españoles;Mujeres;2021;92.868
20 Gipuzkoa;65 y más;Extranjeros;Ambos sexos;2021;2.039
20 Gipuzkoa;65 y más;Extranjeros;Hombres;2021;881
20 Gipuzkoa;65 y más;Extranjeros;Mujeres;2021;1.158
20 Gipuzkoa;65 y más;% Extranjeros;Ambos sexos;2021;1,24
20 Gipuzkoa;65 y más;% Extranjeros;Hombres;2021;1,24
20 Gipuzkoa;65 y más;% Extranjeros;Mujeres;2021;1,23
17 Girona;TOTAL EDADES;TOTAL;Ambos sexos;2021;786.596
17 Girona;TOTAL EDADES;TOTAL;Hombres;2021;393.769
17 Girona;TOTAL EDADES;TOTAL;Mujeres;2021;392.827
17 Girona;TOTAL EDADES;Españoles;Ambos sexos;2021;626.566
17 Girona;TOTAL EDADES;Españoles;Hombres;2021;310.385
17 Girona;TOTAL EDADES;Españoles;Mujeres;2021;316.181
17 Girona;TOTAL EDADES;Extranjeros;Ambos sexos;2021;160.030
17 Girona;TOTAL EDADES;Extranjeros;Hombres;2021;83.384
17 Girona;TOTAL EDADES;Extranjeros;Mujeres;2021;76.646
17 Girona;TOTAL EDADES;% Extranjeros;Ambos sexos;2021;20,34
17 Girona;TOTAL EDADES;% Extranjeros;Hombres;2021;21,18
17 Girona;TOTAL EDADES;% Extranjeros;Mujeres;2021;19,51
17 Girona;0-15 años;TOTAL;Ambos sexos;2021;130.860
17 Girona;0-15 años;TOTAL;Hombres;2021;67.273
17 Girona;0-15 años;TOTAL;Mujeres;2021;63.587
17 Girona;0-15 años;Españoles;Ambos sexos;2021;103.953
17 Girona;0-15 años;Españoles;Hombres;2021;53.471
17 Girona;0-15 años;Españoles;Mujeres;2021;50.482
17 Girona;0-15 años;Extranjeros;Ambos sexos;2021;26.907
17 Girona;0-15 años;Extranjeros;Hombres;2021;13.802
17 Girona;0-15 años;Extranjeros;Mujeres;2021;13.105
17 Girona;0-15 años;% Extranjeros;Ambos sexos;2021;20,56
17 Girona;0-15 años;% Extranjeros;Hombres;2021;20,52
17 Girona;0-15 años;% Extranjeros;Mujeres;2021;20,61
17 Girona;16-64 años;TOTAL;Ambos sexos;2021;512.379
17 Girona;16-64 años;TOTAL;Hombres;2021;262.114
17 Girona;16-64 años;TOTAL;Mujeres;2021;250.265
17 Girona;16-64 años;Españoles;Ambos sexos;2021;390.742
17 Girona;16-64 años;Españoles;Hombres;2021;197.933
17 Girona;16-64 años;Españoles;Mujeres;2021;192.809
17 Girona;16-64 años;Extranjeros;Ambos sexos;2021;121.637
17 Girona;16-64 años;Extranjeros;Hombres;2021;64.181
17 Girona;16-64 años;Extranjeros;Mujeres;2021;57.456
17 Girona;16-64 años;% Extranjeros;Ambos sexos;2021;23,74
17 Girona;16-64 años;% Extranjeros;Hombres;2021;24,49
17 Girona;16-64 años;% Extranjeros;Mujeres;2021;22,96
17 Girona;65 y más;TOTAL;Ambos sexos;2021;143.357
17 Girona;65 y más;TOTAL;Hombres;2021;64.382
17 Girona;65 y más;TOTAL;Mujeres;2021;78.975
17 Girona;65 y más;Españoles;Ambos sexos;2021;131.871
17 Girona;65 y más;Españoles;Hombres;2021;58.981
17 Girona;65 y más;Españoles;Mujeres;2021;72.890
17 Girona;65 y más;Extranjeros;Ambos sexos;2021;11.486
17 Girona;65 y más;Extranjeros;Hombres;2021;5.401
17 Girona;65 y más;Extranjeros;Mujeres;2021;6.085
17 Girona;65 y más;% Extranjeros;Ambos sexos;2021;8,01
17 Girona;65 y más;% Extranjeros;Hombres;2021;8,39
17 Girona;65 y más;% Extranjeros;Mujeres;2021;7,70
18 Granada;TOTAL EDADES;TOTAL;Ambos sexos;2021;921.338
18 Granada;TOTAL EDADES;TOTAL;Hombres;2021;453.683
18 Granada;TOTAL EDADES;TOTAL;Mujeres;2021;467.655
18 Granada;TOTAL EDADES;Españoles;Ambos sexos;2021;853.964
18 Granada;TOTAL EDADES;Españoles;Hombres;2021;418.877
18 Granada;TOTAL EDADES;Españoles;Mujeres;2021;435.087
18 Granada;TOTAL EDADES;Extranjeros;Ambos sexos;2021;67.374
18 Granada;TOTAL EDADES;Extranjeros;Hombres;2021;34.806
18 Granada;TOTAL EDADES;Extranjeros;Mujeres;2021;32.568
18 Granada;TOTAL EDADES;% Extranjeros;Ambos sexos;2021;7,31
18 Granada;TOTAL EDADES;% Extranjeros;Hombres;2021;7,67
18 Granada;TOTAL EDADES;% Extranjeros;Mujeres;2021;6,96
18 Granada;0-15 años;TOTAL;Ambos sexos;2021;143.529
18 Granada;0-15 años;TOTAL;Hombres;2021;73.691
18 Granada;0-15 años;TOTAL;Mujeres;2021;69.838
18 Granada;0-15 años;Españoles;Ambos sexos;2021;134.300
18 Granada;0-15 años;Españoles;Hombres;2021;68.986
18 Granada;0-15 años;Españoles;Mujeres;2021;65.314
18 Granada;0-15 años;Extranjeros;Ambos sexos;2021;9.229
18 Granada;0-15 años;Extranjeros;Hombres;2021;4.705
18 Granada;0-15 años;Extranjeros;Mujeres;2021;4.524
18 Granada;0-15 años;% Extranjeros;Ambos sexos;2021;6,43
18 Granada;0-15 años;% Extranjeros;Hombres;2021;6,38
18 Granada;0-15 años;% Extranjeros;Mujeres;2021;6,48
18 Granada;16-64 años;TOTAL;Ambos sexos;2021;609.506
18 Granada;16-64 años;TOTAL;Hombres;2021;306.508
18 Granada;16-64 años;TOTAL;Mujeres;2021;302.998
18 Granada;16-64 años;Españoles;Ambos sexos;2021;556.821
18 Granada;16-64 años;Españoles;Hombres;2021;279.104
18 Granada;16-64 años;Españoles;Mujeres;2021;277.717
18 Granada;16-64 años;Extranjeros;Ambos sexos;2021;52.685
18 Granada;16-64 años;Extranjeros;Hombres;2021;27.404
18 Granada;16-64 años;Extranjeros;Mujeres;2021;25.281
18 Granada;16-64 años;% Extranjeros;Ambos sexos;2021;8,64
18 Granada;16-64 años;% Extranjeros;Hombres;2021;8,94
18 Granada;16-64 años;% Extranjeros;Mujeres;2021;8,34
18 Granada;65 y más;TOTAL;Ambos sexos;2021;168.303
18 Granada;65 y más;TOTAL;Hombres;2021;73.484
18 Granada;65 y más;TOTAL;Mujeres;2021;94.819
18 Granada;65 y más;Españoles;Ambos sexos;2021;162.843
18 Granada;65 y más;Españoles;Hombres;2021;70.787
18 Granada;65 y más;Españoles;Mujeres;2021;92.056
18 Granada;65 y más;Extranjeros;Ambos sexos;2021;5.460
18 Granada;65 y más;Extranjeros;Hombres;2021;2.697
18 Granada;65 y más;Extranjeros;Mujeres;2021;2.763
18 Granada;65 y más;% Extranjeros;Ambos sexos;2021;3,24
18 Granada;65 y más;% Extranjeros;Hombres;2021;3,67
18 Granada;65 y más;% Extranjeros;Mujeres;2021;2,91
19 Guadalajara;TOTAL EDADES;TOTAL;Ambos sexos;2021;265.588
19 Guadalajara;TOTAL EDADES;TOTAL;Hombres;2021;134.624
19 Guadalajara;TOTAL EDADES;TOTAL;Mujeres;2021;130.964
19 Guadalajara;TOTAL EDADES;Españoles;Ambos sexos;2021;229.342
19 Guadalajara;TOTAL EDADES;Españoles;Hombres;2021;116.327
19 Guadalajara;TOTAL EDADES;Españoles;Mujeres;2021;113.015
19 Guadalajara;TOTAL EDADES;Extranjeros;Ambos sexos;2021;36.246
19 Guadalajara;TOTAL EDADES;Extranjeros;Hombres;2021;18.297
19 Guadalajara;TOTAL EDADES;Extranjeros;Mujeres;2021;17.949
19 Guadalajara;TOTAL EDADES;% Extranjeros;Ambos sexos;2021;13,65
19 Guadalajara;TOTAL EDADES;% Extranjeros;Hombres;2021;13,59
19 Guadalajara;TOTAL EDADES;% Extranjeros;Mujeres;2021;13,71
19 Guadalajara;0-15 años;TOTAL;Ambos sexos;2021;45.342
19 Guadalajara;0-15 años;TOTAL;Hombres;2021;23.315
19 Guadalajara;0-15 años;TOTAL;Mujeres;2021;22.027
19 Guadalajara;0-15 años;Españoles;Ambos sexos;2021;38.751
19 Guadalajara;0-15 años;Españoles;Hombres;2021;19.872
19 Guadalajara;0-15 años;Españoles;Mujeres;2021;18.879
19 Guadalajara;0-15 años;Extranjeros;Ambos sexos;2021;6.591
19 Guadalajara;0-15 años;Extranjeros;Hombres;2021;3.443
19 Guadalajara;0-15 años;Extranjeros;Mujeres;2021;3.148
19 Guadalajara;0-15 años;% Extranjeros;Ambos sexos;2021;14,54
19 Guadalajara;0-15 años;% Extranjeros;Hombres;2021;14,77
19 Guadalajara;0-15 años;% Extranjeros;Mujeres;2021;14,29
19 Guadalajara;16-64 años;TOTAL;Ambos sexos;2021;177.449
19 Guadalajara;16-64 años;TOTAL;Hombres;2021;91.598
19 Guadalajara;16-64 años;TOTAL;Mujeres;2021;85.851
19 Guadalajara;16-64 años;Españoles;Ambos sexos;2021;149.149
19 Guadalajara;16-64 años;Españoles;Hombres;2021;77.272
19 Guadalajara;16-64 años;Españoles;Mujeres;2021;71.877
19 Guadalajara;16-64 años;Extranjeros;Ambos sexos;2021;28.300
19 Guadalajara;16-64 años;Extranjeros;Hombres;2021;14.326
19 Guadalajara;16-64 años;Extranjeros;Mujeres;2021;13.974
19 Guadalajara;16-64 años;% Extranjeros;Ambos sexos;2021;15,95
19 Guadalajara;16-64 años;% Extranjeros;Hombres;2021;15,64
19 Guadalajara;16-64 años;% Extranjeros;Mujeres;2021;16,28
19 Guadalajara;65 y más;TOTAL;Ambos sexos;2021;42.797
19 Guadalajara;65 y más;TOTAL;Hombres;2021;19.711
19 Guadalajara;65 y más;TOTAL;Mujeres;2021;23.086
19 Guadalajara;65 y más;Españoles;Ambos sexos;2021;41.442
19 Guadalajara;65 y más;Españoles;Hombres;2021;19.183
19 Guadalajara;65 y más;Españoles;Mujeres;2021;22.259
19 Guadalajara;65 y más;Extranjeros;Ambos sexos;2021;1.355
19 Guadalajara;65 y más;Extranjeros;Hombres;2021;528
19 Guadalajara;65 y más;Extranjeros;Mujeres;2021;827
19 Guadalajara;65 y más;% Extranjeros;Ambos sexos;2021;3,17
19 Guadalajara;65 y más;% Extranjeros;Hombres;2021;2,68
19 Guadalajara;65 y más;% Extranjeros;Mujeres;2021;3,58
21 Huelva;TOTAL EDADES;TOTAL;Ambos sexos;2021;525.835
21 Huelva;TOTAL EDADES;TOTAL;Hombres;2021;260.581
21 Huelva;TOTAL EDADES;TOTAL;Mujeres;2021;265.254
21 Huelva;TOTAL EDADES;Españoles;Ambos sexos;2021;477.531
21 Huelva;TOTAL EDADES;Españoles;Hombres;2021;237.020
21 Huelva;TOTAL EDADES;Españoles;Mujeres;2021;240.511
21 Huelva;TOTAL EDADES;Extranjeros;Ambos sexos;2021;48.304
21 Huelva;TOTAL EDADES;Extranjeros;Hombres;2021;23.561
21 Huelva;TOTAL EDADES;Extranjeros;Mujeres;2021;24.743
21 Huelva;TOTAL EDADES;% Extranjeros;Ambos sexos;2021;9,19
21 Huelva;TOTAL EDADES;% Extranjeros;Hombres;2021;9,04
21 Huelva;TOTAL EDADES;% Extranjeros;Mujeres;2021;9,33
21 Huelva;0-15 años;TOTAL;Ambos sexos;2021;84.290
21 Huelva;0-15 años;TOTAL;Hombres;2021;43.476
21 Huelva;0-15 años;TOTAL;Mujeres;2021;40.814
21 Huelva;0-15 años;Españoles;Ambos sexos;2021;77.878
21 Huelva;0-15 años;Españoles;Hombres;2021;40.100
21 Huelva;0-15 años;Españoles;Mujeres;2021;37.778
21 Huelva;0-15 años;Extranjeros;Ambos sexos;2021;6.412
21 Huelva;0-15 años;Extranjeros;Hombres;2021;3.376
21 Huelva;0-15 años;Extranjeros;Mujeres;2021;3.036
21 Huelva;0-15 años;% Extranjeros;Ambos sexos;2021;7,61
21 Huelva;0-15 años;% Extranjeros;Hombres;2021;7,77
21 Huelva;0-15 años;% Extranjeros;Mujeres;2021;7,44
21 Huelva;16-64 años;TOTAL;Ambos sexos;2021;351.316
21 Huelva;16-64 años;TOTAL;Hombres;2021;177.071
21 Huelva;16-64 años;TOTAL;Mujeres;2021;174.245
21 Huelva;16-64 años;Españoles;Ambos sexos;2021;311.310
21 Huelva;16-64 años;Españoles;Hombres;2021;157.874
21 Huelva;16-64 años;Españoles;Mujeres;2021;153.436
21 Huelva;16-64 años;Extranjeros;Ambos sexos;2021;40.006
21 Huelva;16-64 años;Extranjeros;Hombres;2021;19.197
21 Huelva;16-64 años;Extranjeros;Mujeres;2021;20.809
21 Huelva;16-64 años;% Extranjeros;Ambos sexos;2021;11,39
